"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"3680430812","","","","","2009-09-01 03:00:55 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","RT @ScepticGeek: If you're an entrepreneur, it's time to get social http://bit.ly/2ncx1s"
"3673812221","","","","","2009-08-31 21:17:21 +0000","web","Interested in hyperlocal journalism platforms? Check out http://nozzlmedia.com/ from @brianjesse and friends"
"3673479239","","","","","2009-08-31 20:58:32 +0000","<a href=""http://friendfeed.com"" rel=""nofollow"">FriendFeed</a>","What happens to animated gifs in friendfeed? [pic] http://ff.im/7rRbh"
"3670869670","","","","","2009-08-31 18:32:11 +0000","web","Thanks @jimocz interesting read from NY times Using ?Free? to Turn a Profit : http://www.nytimes.com/2009/08/30/business/30ping.html"
"3666661466","","","","","2009-08-31 14:47:13 +0000","web","I'm excited about using @fastpencil for my second blog to ebook. Thx @erikschmidt (found you via http://tweetpsych.com/?name=victusfate)"
"3666560031","","","","","2009-08-31 14:41:31 +0000","web","There're a myriad of real time tracking tools to for #sxsw @keithburtis You could even use my mashup: http://frankensearch.appspot.com/"
"3665972412","","","","","2009-08-31 14:07:14 +0000","web","Very interesting mirror/clustering twitter analysis tool from @danzarrella http://tweetpsych.com/?name=victusfate"
"3665434842","","","","","2009-08-31 13:34:21 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","If money is a generic form of value, why then do all of us accept it as a measure, when we spend our time (the real resource) so differently"
"3665152444","","","","","2009-08-31 13:15:36 +0000","<a href=""http://www.my6sense.com"" rel=""nofollow"">my6sense</a>","Tweeting By Numbers: 7 Ways to Become a Twitter Analyst http://bit.ly/4hrQN5"
"3664701152","","","","","2009-08-31 12:43:29 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","Anyone else feel that star wars portrayed the wrong image of laser beam accuracy?"
"3664527736","","","","","2009-08-31 12:30:00 +0000","web","RT @tweetmeme Ebb and Flow, ode to Zen Habits http://bit.ly/16Vghu"
"3663610947","","","","","2009-08-31 11:09:03 +0000","<a href=""http://itunes.apple.com/app/twitter/id333903271?mt=8"" rel=""nofollow"">Twitter for iPhone</a>","RT @Vukicevic: Twitter is to Email as Radio is to Telephone - my response (http://bit.ly/UaB67) to @CodyBrown 's http://bit.ly/a8I1V"
"3645990934","","","","","2009-08-30 14:56:05 +0000","web","RT @tweetmeme The Art of War with Social Media in 5 Steps http://bit.ly/51su7"
